Unnamed: 0,imdb_id,startYear,originalTitle,runtimeMinutes,one_genre,genres1,genres2,genres3,tags,mood_tags,youtube_id,split
706,tt0098258,1989,Say Anything...,100,Romance,Comedy,Drama,Romance,"cult, entertaining, romantic",romantic,QeUnT3f7eAA,train
707,tt0098273,1989,Sea of Love,113,Crime,Crime,Drama,Mystery,"mystery, neo noir, murder, haunting",mystery,iePm8aBrRbY,train
709,tt0098309,1989,She-Devil,99,Comedy,Comedy,,,"revenge, comedy",comedy,Nm4c5L9sWD8,train
710,tt0098382,1989,Star Trek V: The Final Frontier,107,Action,Action,Adventure,Fantasy,"cult, flashback",,XE7_pOy_jZk,train
711,tt0098384,1989,Steel Magnolias,117,Drama,Comedy,Drama,Romance,"cult, humor, cute, sentimental","humor, cute, sentimental",v2IGgZgWj0k,train
712,tt0098439,1989,Tango & Cash,104,Action,Action,Comedy,Crime,"cult, comedy, action, violence","comedy, action, violence",qwzkxI6b9Go,train
713,tt0098536,1989,Turner & Hooch,97,Comedy,Comedy,Crime,Drama,"comedy, murder",comedy,gHc_eaKhKlo,train
714,tt0098546,1989,UHF,97,Comedy,Comedy,Sci-Fi,,"absurd, cult, psychedelic, satire",,Iih5a2Zq_JU,train
715,tt0098554,1989,Uncle Buck,100,Comedy,Comedy,,,humor,humor,1_lOyGcMIEU,train
716,tt0098575,1989,Valmont,137,Drama,Drama,Romance,,"tragedy, revenge, murder, romantic",romantic,JTFoI2azZ7Q,train
717,tt0098625,1989,We're No Angels,106,Comedy,Comedy,Crime,,comedy,comedy,QsuzVplGuJk,train
718,tt0098627,1989,Weekend at Bernie's,97,Comedy,Adventure,Comedy,Crime,"entertaining, cult, comedy, murder, stupid",comedy,YCTgcZ6ImsQ,train
719,tt0098635,1989,When Harry Met Sally...,95,Romance,Comedy,Drama,Romance,"cute, entertaining, romantic","cute, romantic",VzZo08gmW18,train
720,tt0098645,1989,Who's Harry Crumb?,94,Comedy,Comedy,Mystery,,comedy,comedy,UM6-VeQ_KPk,train
721,tt0099005,1990,Air America,113,Comedy,Action,Comedy,War,comedy,comedy,Goj3RGld4mI,train
722,tt0099012,1990,Alice,106,Romance,Comedy,Romance,,"romantic, flashback",romantic,oFOsWXU06c8,train
724,tt0099052,1990,Arachnophobia,109,Horror,Comedy,Horror,Thriller,"horror, cult, suspenseful, action, comedy","horror, suspenseful, action, comedy",4aQ6vg3JB2U,train
725,tt0099077,1990,Awakenings,121,Drama,Biography,Drama,,"inspiring, violence, dramatic, sentimental","inspiring, violence, dramatic, sentimental",JAz-prw_W2A,train
726,tt0099088,1990,Back to the Future Part III,118,Comedy,Adventure,Comedy,Sci-Fi,"comedy, fantasy, alternate reality, humor, alternate history, entertaining, sci-fi","comedy, fantasy, humor",CPfaI_Nl_0s,train
727,tt0099141,1990,Bird on a Wire,110,Action,Action,Comedy,,"violence, comedy, action","violence, comedy, action",MhaVziFh1ws,train
728,tt0099160,1990,Blue Steel,102,Crime,Action,Crime,Drama,"violence, neo noir, murder",violence,aJTOmShc9E0,train
729,tt0099180,1990,Bride of Re-Animator,96,Horror,Comedy,Horror,Sci-Fi,"comedy, cruelty, murder, cult, violence, good versus evil, insanity","comedy, violence",7BzXFXw4Ers,train
730,tt0099253,1990,Child's Play 2,84,Horror,Horror,Thriller,,"comedy, gothic, violence","comedy, violence",5OXtapP8U7M,train
731,tt0099329,1990,Cry-Baby,85,Comedy,Comedy,Musical,,"cult, satire",,yB1bLlguZVY,train
732,tt0099348,1990,Dances with Wolves,181,Drama,Adventure,Drama,Western,"boring, murder, dramatic, violence, flashback, romantic, historical, storytelling, prank","boring, dramatic, violence, romantic",g2P5QuLP7GE,train
733,tt0099365,1990,Darkman,96,Action,Action,Sci-Fi,Thriller,"comedy, avant garde, gothic, neo noir, bleak, cult, violence, horror, romantic, revenge, entertaining","comedy, violence, horror, romantic",L58rdhCfDIU,train
735,tt0099422,1990,Dick Tracy,105,Crime,Action,Comedy,Crime,"neo noir, murder, violence, alternate reality, good versus evil, romantic","violence, romantic",dAHj3IsSuT0,train
737,tt0099487,1990,Edward Scissorhands,105,Romance,Drama,Fantasy,Romance,"comedy, fantasy, gothic, dark, cult, magical realism, flashback, psychedelic, satire, romantic, revenge, entertaining, storytelling","comedy, fantasy, dark, romantic",M94yyfWy-KI,train
738,tt0099512,1990,Ernest Goes to Jail,81,Crime,Comedy,Crime,Family,cult,,z4zNSx42aEo,train
739,tt0099582,1990,Flatliners,115,Horror,Drama,Horror,Sci-Fi,"cruelty, alternate reality, haunting, flashback, psychedelic, revenge",,U8rTNnk8ROM,train
741,tt0099685,1990,Goodfellas,145,Crime,Biography,Crime,Drama,"dark, comedy, neo noir, murder, realism, dramatic, violence, cult, claustrophobic, revenge","dark, comedy, dramatic, violence",qo5jJpHtI1Y,train
743,tt0099726,1990,Hamlet,135,Drama,Drama,,,"gothic, murder, action, romantic, tragedy, revenge","action, romantic",tMvqWk7q8Ss,train
745,tt0099776,1990,Europa Europa,112,Drama,Drama,History,War,"romantic, avant garde, murder",romantic,JqMBNCo7LPE,train
746,tt0099785,1990,Home Alone,103,Comedy,Comedy,Family,,"cult, comedy, violence, humor","comedy, violence, humor",q80E8TfJVkg,train
747,tt0099800,1990,House Party,100,Comedy,Comedy,Music,Romance,"cult, romantic",romantic,KTe4vOlbYlk,train
748,tt0099864,1990,It,192,Drama,Drama,Horror,Mystery,"dark, comedy, gothic, murder, paranormal, horror, flashback, good versus evil, revenge, sadist","dark, comedy, horror, sadist",iMspVKv56vQ,train
749,tt0099871,1990,Jacob's Ladder,113,Drama,Drama,Horror,Mystery,"psychological, gothic, violence, cult, horror, alternate reality, haunting, flashback, insanity, psychedelic, tragedy","violence, horror",rJztRnDxdM8,train
750,tt0099878,1990,Jetsons: The Movie,82,Comedy,Animation,Comedy,Family,romantic,romantic,DxQE-7_CIJ4,train
752,tt0099902,1990,Ju Dou,95,Drama,Drama,Romance,,"tragedy, murder, sadist",sadist,UntezgPh26o,train
753,tt0099938,1990,Kindergarten Cop,111,Comedy,Action,Comedy,Crime,"comedy, fantasy, murder, cult, revenge, violence, cute, humor, romantic","comedy, fantasy, violence, cute, humor, romantic",PeH_fzD5W8w,train
754,tt0100029,1990,Lionheart,108,Action,Action,Crime,Drama,"comedy, neo noir, murder, violence, cult, humor, melodrama, tragedy, revenge","comedy, violence, humor",QKqjwvWNnzg,train
755,tt0100050,1990,Look Who's Talking Too,81,Romance,Comedy,Family,Romance,dramatic,dramatic,_S_ux6f1Z_U,train
757,tt0100114,1990,Marked for Death,93,Action,Action,Crime,Drama,"comedy, neo noir, murder, cult, violence, humor, revenge","comedy, violence, humor",FmYqVNu1YZ0,train
758,tt0100129,1990,Meet the Applegates,90,Horror,Comedy,Fantasy,Horror,cult,,FxnEX3PfYow,train
759,tt0100133,1990,Memphis Belle,107,Action,Action,Drama,War,"comedy, historical, realism, flashback",comedy,I0yvvL7MIAA,train
760,tt0100140,1990,Mermaids,110,Romance,Comedy,Drama,Romance,"dramatic, comedy, romantic","dramatic, comedy, romantic",oC2Om-kO4Pk,train
761,tt0100143,1990,Miami Blues,97,Crime,Comedy,Crime,Drama,"tragedy, cult, neo noir, murder, violence",violence,yFHYdfEq43U,train
762,tt0100150,1990,Miller's Crossing,115,Crime,Crime,Drama,Thriller,"comedy, boring, neo noir, murder, dramatic, cult, violence, atmospheric, psychedelic, romantic, suspenseful, entertaining","comedy, boring, dramatic, violence, atmospheric, romantic, suspenseful",hkJIcFMN_pc,train
763,tt0100157,1990,Misery,107,Drama,Drama,Thriller,,"psychological, neo noir, murder, mystery, dramatic, violence, revenge, horror, insanity, claustrophobic, suspenseful, sadist","mystery, dramatic, violence, horror, suspenseful, sadist",DNRXS-lDgYg,train
764,tt0100168,1990,Mo' Better Blues,129,Drama,Drama,Music,Romance,"violence, melodrama",violence,io8Jw9BRRFY,train
765,tt0100201,1990,Mr. Destiny,116,Comedy,Comedy,Fantasy,Romance,"psychedelic, alternate history",,U8E2QhBqpr0,train
766,tt0100211,1989,Music Box,124,Crime,Crime,Drama,Thriller,horror,horror,qcfMaMnr81E,train
767,tt0100258,1990,Night of the Living Dead,92,Horror,Horror,,,"suspenseful, cult, horror, violence","suspenseful, horror, violence",r0r7L8tS2L0,train
769,tt0100280,1990,Nuns on the Run,89,Comedy,Comedy,Crime,,murder,,rcJ0KL_F5r0,train
770,tt0100318,1990,Pacific Heights,102,Horror,Thriller > Horror,,,"revenge, suspenseful, neo noir",suspenseful,PrVtU25MSqQ,train
771,tt0100403,1990,Predator 2,108,Horror,Action,Horror,Sci-Fi,"comedy, neo noir, gothic, murder, cult, violence, good versus evil, action, suspenseful","comedy, violence, action, suspenseful",6yPdBVUP5Zw,train
773,tt0100436,1990,Pump Up the Volume,102,Drama,Comedy,Drama,Music,"cult, philosophical",,MuhHPQxS2nQ,train
774,tt0100475,1990,Repossessed,80,Comedy,Comedy,Fantasy,Horror,"whimsical, absurd, cult, satire",,XIejyo2gOOY,train
775,tt0100502,1990,RoboCop 2,117,Action,Action,Crime,Sci-Fi,"gothic, murder, violence, good versus evil, satire, revenge, sci-fi",violence,Yxumzn82V9s,train
776,tt0100507,1990,Rocky V,104,Drama,Drama,Sport,,"dramatic, revenge, cult, action, flashback","dramatic, action",mJ8RSU4n5lo,train
779,tt0100680,1990,Stanley & Iris,104,Drama,Drama,Romance,,romantic,romantic,bPL0nvEuDWY,train
781,tt0100813,1990,Treasure Island,132,Action,Action,Adventure,Crime,"violence, action","violence, action",WLZC2JQswu8,train
782,tt0101393,1991,Backdraft,137,Drama,Action,Drama,Mystery,"cult, melodrama",,rTwgbwYTWdQ,train
784,tt0101452,1991,Bill & Ted's Bogus Journey,93,Action,Adventure > Action,Comedy,Fantasy,"cult, alternate history, historical fiction",,aIeFo9zzdVg,train
785,tt0101540,1991,Cape Fear,128,Crime,Crime,Thriller,,"suspenseful, gothic, murder, neo noir, mystery, violence, cult, horror, flashback, good versus evil, revenge","suspenseful, mystery, violence, horror",OBvKTJWcZdA,train
786,tt0101635,1991,Curly Sue,101,Drama,Comedy,Drama,Family,"romantic, melodrama",romantic,FdZJcee3DZI,train
787,tt0101669,1991,Dead Again,107,Crime,Crime,Drama,Mystery,"comedy, mystery, neo noir, murder, violence, flashback, humor, romantic, suspenseful","comedy, mystery, violence, humor, romantic, suspenseful",vVt2h_UMnr0,train
789,tt0101700,1991,Delicatessen,99,Comedy,Comedy,Crime,,"comedy, dark, murder, cult, alternate reality, atmospheric, psychedelic, absurd, satire, claustrophobic, entertaining","comedy, dark, atmospheric",iYo_SkERMNI,train
790,tt0101745,1991,Doc Hollywood,104,Romance,Comedy,Drama,Romance,"comedy, boring","comedy, boring",STvC6FXu1-M,train
791,tt0101757,1991,Don't Tell Mom the Babysitter's Dead,102,Comedy,Comedy,,,cult,,ofKeN70uCrY,train
793,tt0101775,1991,Drop Dead Fred,103,Comedy,Comedy,Drama,Fantasy,"cult, humor",humor,kgh27gCgiQw,train
796,tt0101898,1991,Flirting,99,Romance,Drama,Romance,,"romantic, sadist","romantic, sadist",NDwVFQkOeLc,train
797,tt0101917,1991,Freddy's Dead: The Final Nightmare,89,Horror,Fantasy,Horror,,"comedy, gothic, murder, cult, horror, violence, flashback, good versus evil, insanity, psychedelic, sadist","comedy, horror, violence, sadist",nGQP6PIXzyc,train
798,tt0102005,1991,Harley Davidson and the Marlboro Man,98,Action,Action,Crime,Drama,"cult, comedy",comedy,g8K34N604Iw,train
799,tt0102034,1991,Highlander II: The Quickening,91,Action,Action,Adventure,Fantasy,"comedy, murder, cult, violence, flashback, good versus evil, action, revenge, sci-fi","comedy, violence, action",SPohnbxnTV0,train
800,tt0102057,1991,Hook,142,Action,Adventure > Action,Comedy,Family,"fantasy, whimsical, cult, violence, good versus evil, action, revenge, entertaining, storytelling","fantasy, violence, action",y98AuG2-yU4,train
801,tt0102059,1991,Hot Shots!,84,Action,Action,Comedy,,"absurd, cult, comedy, humor","comedy, humor",ih78dz2XyLc,train
803,tt0102103,1991,Impromptu,107,Comedy,Biography,Comedy,Music,violence,violence,b4rUHTrewuY,train
804,tt0102138,1991,JFK,189,Drama,Drama,History,Thriller,"boring, historical, murder, flashback",boring,w16bYZ-4nmE,train
806,tt0102175,1991,Jungle Fever,132,Drama,Drama,Romance,,murder,,kZ64smS4Lyk,train
807,tt0102202,1991,Kickboxer 2: The Road Back,90,Action,Action,Sport,,"revenge, murder, violence",violence,_JC_pJJOnsA,train
809,tt0102316,1991,Little Man Tate,99,Drama,Drama,,,depressing,depressing,hVb_7Eihd28,train
810,tt0102469,1991,Mortal Thoughts,103,Horror,Horror,Thriller,,"neo noir, murder, flashback",,#NAME?,train
811,tt0102492,1991,My Girl,102,Drama,Comedy,Drama,Family,"dramatic, sentimental","dramatic, sentimental",GreDP22A-0k,train
812,tt0102511,1991,Naked Lunch,115,Drama,Drama,,,"comedy, murder, insanity, psychedelic, humor, sci-fi","comedy, humor",7tC5ryr-qRs,train
813,tt0102536,1991,Night on Earth,129,Comedy,Comedy,Drama,,"comedy, humor, psychedelic, storytelling","comedy, humor",F1m6GlPyOSU,train
814,tt0102558,1991,Nothing But Trouble,94,Comedy,Comedy,,,"comedy, cult",comedy,5uOBF6r040U,train
815,tt0102592,1992,One False Move,105,Drama,Crime,Drama,Thriller,"neo noir, realism, murder, violence, atmospheric, suspenseful","violence, atmospheric, suspenseful",bsRioSC-fgg,train
816,tt0102598,1991,Only the Lonely,104,Romance,Comedy,Romance,,romantic,romantic,o-ti18c-FE8,train
817,tt0102685,1991,Point Break,122,Action,Action,Crime,Thriller,"entertaining, cult, neo noir, murder, violence",violence,HKHii5yfwj8,train
818,tt0102728,1991,Puppet Master III: Toulon's Revenge,82,Horror,Fantasy,Horror,Sci-Fi,"revenge, gothic, violence",violence,Sq4MjUNvguI,train
819,tt0102744,1990,Quigley Down Under,119,Action,Action,Adventure,Drama,"good versus evil, revenge, murder, violence",violence,xebFl_liB1E,train
820,tt0102782,1991,Return to the Blue Lagoon,102,Romance,Adventure,Drama,Romance,boring,boring,uu4SregmAqA,train
822,tt0102798,1991,Robin Hood: Prince of Thieves,143,Action,Action,Adventure,Drama,"comedy, murder, cult, atmospheric, historical fiction, good versus evil, action, romantic, historical, entertaining","comedy, atmospheric, action, romantic",fERE7bGPwmo,train
823,tt0102802,1991,Rock-A-Doodle,74,Action,Adventure > Action,Animation,Comedy,"good versus evil, boring",boring,w7axM3VHFqs,train
824,tt0102945,1991,Sleeping with the Enemy,99,Drama,Drama,Thriller,,"revenge, neo noir",,FcQqsrf2gik,train
825,tt0102951,1991,Soapdish,97,Comedy,Comedy,Romance,,"revenge, comedy, satire, melodrama",comedy,0PLnF8EZu7s,train
826,tt0102975,1991,Star Trek VI: The Undiscovered Country,110,Action,Action,Adventure,Sci-Fi,"cult, mystery, murder",mystery,1wmQeXuDGGU,train
827,tt0103003,1991,Suburban Commando,90,Action,Action,Comedy,Sci-Fi,"good versus evil, cult, psychedelic, comic",comic,CwwXrgvzIc4,train
828,tt0103060,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,Action,Action,Adventure,Comedy,"good versus evil, cult, humor, psychedelic, violence","humor, violence",al9jfY7zOBY,train
829,tt0103064,1991,Terminator 2: Judgment Day,137,Action,Action,Sci-Fi,,"mystery, gothic, murder, cult, alternate reality, violence, flashback, good versus evil, humor, action, romantic, suspenseful, alternate history, sci-fi","mystery, violence, humor, action, romantic, suspenseful",ZKEO4073bhE,train
830,tt0103074,1991,Thelma & Louise,130,Action,Adventure > Action,Crime,Drama,"murder, dramatic, cult, violence, action, tragedy","dramatic, violence, action",PRr0HY9MPZ0,train
831,tt0103112,1991,Toy Soldiers,111,Action,Action,Drama,Thriller,violence,violence,x1b7Q0gmR-Y,train
832,tt0103241,1991,What About Bob?,99,Comedy,Comedy,,,"psychedelic, psychological, humor",humor,ptmP1lziJw4,train
833,tt0103594,1992,1492: Conquest of Paradise,154,Drama,Adventure,Biography,Drama,"dramatic, boring, historical, murder","dramatic, boring",bmnLrzG2zKw,train
834,tt0103596,1992,3 Ninjas,84,Action,Action,Comedy,Family,dark,dark,jF_9prQFtik,train
835,tt0103639,1992,Aladdin,90,Action,Adventure > Action,Animation,Comedy,"good versus evil, comedy, action, entertaining, fantasy","comedy, action, fantasy",w3jZYizLNNo,train
836,tt0103644,1992,Alien??114,Horror,Action,Horror,Sci-Fi,"dark, boring, neo noir, gothic, murder, allegory, cult, violence, suspenseful",0wJsw6KmRyU,,,train
837,tt0103671,1992,American Me,125,Crime,Biography,Crime,Drama,"revenge, murder, violence, flashback",violence,uS-kGp0Fjho,train
838,tt0103772,1992,Basic Instinct,127,Drama,Drama,Mystery,Thriller,"suspenseful, neo noir, murder, mystery, violence, romantic, sadist","suspenseful, mystery, violence, romantic, sadist",b_20N7t-umo,train
839,tt0103776,1992,Batman Returns,126,Action,Action,Crime,Fantasy,"dark, fantasy, gothic, mystery, cult, violence, good versus evil, insanity, action, satire, comic, tragedy, revenge","dark, fantasy, mystery, violence, action, comic",Too3qgNaYBE,train
840,tt0103786,1992,Beethoven,87,Comedy,Comedy,Drama,Family,comedy,comedy,ki8wHMR-yOI,train
841,tt0103843,1993,Blown Away,92,Action,Action,Drama,Romance,"violence, murder, romantic","violence, romantic",eaxAgtvngD4,train
842,tt0103850,1992,Bob Roberts,102,Drama,Comedy,Drama,,"cult, satire",,yRpWaJRyVQo,train
843,tt0103874,1992,Dracula,128,Horror,Drama,Fantasy,Horror,"avant garde, gothic, cult, violence, horror, good versus evil, insanity, romantic, revenge","violence, horror, romantic",fgFPIh5mvNc,train
844,tt0103893,1992,Buffy the Vampire Slayer,86,Comedy,Action,Comedy,Fantasy,"comedy, revenge, cult, satire, murder",comedy,pnZkV_aR_9w,train
845,tt0103924,1992,Captain Ron,100,Comedy,Adventure,Comedy,,"cult, comedy",comedy,cOPl21EVhaU,train
846,tt0103939,1992,Chaplin,143,Drama,Biography,Comedy,Drama,"dramatic, cult, flashback",dramatic,xBh_5F3aXTI,train
847,tt0103956,1991,Child's Play 3,90,Horror,Horror,Thriller,,"violence, comedy, gothic, dark, storytelling","violence, comedy, dark",9X4Uq9lf1c0,train
848,tt0104009,1992,Cool World,102,Drama,Animation,Drama,Fantasy,"cult, alternate reality, psychedelic",,lb8Gt4NRLM0,train
849,tt0104070,1992,Death Becomes Her,104,Horror,Comedy,Fantasy,Horror,"comedy, dark, murder, cult, satire, revenge","comedy, dark",UoO331S6C2Y,train
851,tt0104231,1992,Far and Away,140,Romance,Adventure,Drama,Romance,romantic,romantic,RbMYkzVsWAE,train
852,tt0104265,1992,Final Analysis,124,Drama,Drama,Thriller,,murder,,xWiUQhvxjG4,train
854,tt0104346,1992,Gladiator,101,Action,Action,Drama,Sport,"good versus evil, inspiring",inspiring,lrGRthjoMSs,val
855,tt0104348,1992,Glengarry Glen Ross,100,Crime,Crime,Drama,Mystery,"cult, boring, realism",boring,_VrekKSuFto,val
856,tt0104409,1992,Hellraiser III: Hell on Earth,97,Horror,Horror,,,"good versus evil, cult, horror, violence, flashback","horror, violence",gmPRdknRfUU,val
857,tt0104427,1992,Hoffa,140,Drama,Biography,Crime,Drama,"neo noir, depressing, murder, flashback",depressing,tTlAAEaxckQ,val
859,tt0104438,1992,Honeymoon in Vegas,96,Comedy,Comedy,Romance,Thriller,comedy,comedy,MbrZBvSUMkM,val
860,tt0104454,1992,Howards End,142,Drama,Drama,Romance,,"romantic, boring, historical, melodrama","romantic, boring",BbKBrY7uBhE,val
861,tt0104466,1992,Husbands and Wives,108,Drama,Comedy,Drama,Romance,"satire, flashback",,gVAhxOj5oUo,val
862,tt0104507,1992,Indochine,160,Drama,Drama,Romance,War,"romantic, historical, murder, atmospheric, sentimental","romantic, atmospheric, sentimental",8xJQPuY3G7k,val
863,tt0104550,1992,Jersey Girl,95,Romance,Comedy,Drama,Romance,romantic,romantic,tKhyDMhb48o,val
864,tt0104573,1992,Juice,95,Action,Action,Crime,Drama,"comedy, neo noir, murder, cult, violence, flashback, revenge, blaxploitation","comedy, violence",ECi021J_j18,val
865,tt0104647,1992,Kuffs,102,Action,Action,Comedy,Crime,"revenge, murder, romantic",romantic,sr4TF6zT9xM,val
866,tt0104695,1992,Leap of Faith,108,Drama,Comedy,Drama,Romance,"romantic, satire",romantic,rP6VDQ2J3QM,val
867,tt0104714,1992,Lethal Weapon 3,118,Crime,Action,Crime,Thriller,"comedy, neo noir, murder, cult, violence, action, revenge, entertaining","comedy, violence, action",vqQ166sE5OU,val
868,tt0104740,1989,Little Nemo,85,Action,Adventure > Action,Animation,Comedy,cult,,BGcaRgh1Dt0,val
869,tt0104756,1992,Lorenzo's Oil,129,Drama,Biography,Drama,,"inspiring, romantic, storytelling","inspiring, romantic",CxkylRxJxh8,val
870,tt0104779,1992,Bitter Moon,139,Romance,Drama,Romance,Thriller,"comedy, cruelty, murder, sadist, flashback, revenge, storytelling","comedy, sadist",R3EMSHqkbfI,val
871,tt0104797,1992,Malcolm X,202,Drama,Biography,Drama,History,"murder, cult, violence, flashback, historical, blaxploitation",violence,LbKs766Tr88,val
873,tt0104897,1992,Mo' Money,89,Action,Action,Comedy,Crime,murder,,Y2_aNbKtWJg,val
874,tt0104952,1992,My Cousin Vinny,120,Comedy,Comedy,Crime,,"entertaining, cult, comedy, murder, mystery","comedy, mystery",SL4HdaZXuOw,val
875,tt0104990,1992,Newsies,121,Drama,Drama,Family,History,"cult, melodrama",,lqPuGMgT6yw,val
876,tt0105046,1992,Of Mice and Men,115,Drama,Drama,Western,,"tragedy, dramatic, depressing","dramatic, depressing",3_8pU7mGd9g,val
877,tt0105104,1992,Passenger 57,84,Action,Action,Crime,Thriller,"murder, cult, violence, flashback, good versus evil, humor, action, suspenseful","violence, humor, action, suspenseful",kOphble2gZg,val
878,tt0105112,1992,Patriot Games,117,Action,Action,Thriller,,"suspenseful, mystery, murder, violence, cult, good versus evil, revenge","suspenseful, mystery, violence",NQ_d4CTqxmk,val
879,tt0105130,1992,Peter's Friends,101,Comedy,Comedy,Drama,Romance,romantic,romantic,GhfHLuhYPok,val
880,tt0105156,1992,Poison Ivy,93,Drama,Drama,Thriller,,"murder, melodrama",,fYoQXPHGlWI,val
881,tt0105211,1992,Radio Flyer,114,Drama,Drama,,,flashback,,6CBkyMJjHgw,val
882,tt0105217,1992,Raising Cain,92,Crime,Crime,Drama,Horror,"mystery, psychological, murder, dramatic, cult, flashback","mystery, dramatic",_T8F1ryX8-Y,val
883,tt0105226,1993,Red Rock West,98,Crime,Crime,Drama,Thriller,"comedy, neo noir, murder",comedy,rqlGO7rYhwY,val
884,tt0105236,1992,Reservoir Dogs,99,Crime,Crime,Drama,Thriller,"comedy, dark, neo noir, murder, boring, suspenseful, mystery, dramatic, violence, cult, sadist, flashback, psychedelic, humor, claustrophobic, tragedy, plot twist, storytelling","comedy, dark, boring, suspenseful, mystery, dramatic, violence, sadist, humor",vayksn4Y93A,val
886,tt0105323,1992,Scent of a Woman,156,Drama,Drama,,,"dramatic, atmospheric, prank","dramatic, atmospheric",3GUvsJc3vvE,val
887,tt0105391,1992,Shining Through,132,Drama,Drama,Romance,Thriller,flashback,,WfE2VYheN54,val
888,tt0105402,1992,Sidekicks,101,Action,Action,Adventure,Comedy,"revenge, violence",violence,iYfPCnV8U3A,val
889,tt0105414,1992,Single White Female,107,Drama,Drama,Thriller,,"mystery, insanity, violence, suspenseful, murder","mystery, violence, suspenseful",LclFf6HrDkI,val
891,tt0105428,1992,Sleepwalkers,91,Horror,Fantasy,Horror,,"horror, cult, dark, murder, violence","horror, dark, violence",7MDUbjbTZos,val
892,tt0105435,1992,Sneakers,126,Crime,Comedy,Crime,Drama,"comedy, suspenseful, murder, stupid, cult, intrigue, flashback, psychedelic, revenge, entertaining","comedy, suspenseful",rbJpx_6fYgE,val
893,tt0105488,1992,Strictly Ballroom,94,Comedy,Comedy,Drama,Music,"psychedelic, satire, romantic",romantic,7dtfxf3FFx4,val
894,tt0105629,1992,Toys,118,Drama,Adventure,Comedy,Drama,"good versus evil, anti war, cult, psychedelic, satire",,cP-TU0P2Lw4,val
897,tt0105690,1992,Under Siege,103,Action,Action,Thriller > Horror,,"comedy, violence, cult, humor, action, suspenseful","comedy, violence, humor, action, suspenseful",fRMrhJX8f6Y,val
898,tt0105695,1992,Unforgiven,130,Drama,Drama,Western,,"suspenseful, realism, murder, bleak, revenge, sadist","suspenseful, sadist",ftTX4FoBWlE,val
899,tt0105698,1992,Universal Soldier,102,Action,Action,Sci-Fi,,"murder, cult, violence, flashback, good versus evil, insanity, action","violence, action",r7TFssY9ZF0,val
900,tt0105699,1992,Unlawful Entry,111,Crime,Crime,Drama,Thriller,"insanity, suspenseful, neo noir, murder",suspenseful,jNcy0GZr_Zw,val
901,tt0105793,1992,Wayne's World,94,Comedy,Comedy,Music,,"cult, comedy, humor","comedy, humor",JTz_RfgX4JA,val
902,tt0105812,1992,White Men Can't Jump,115,Comedy,Comedy,Sport,,"cult, comedy, entertaining, humor","comedy, humor",g4aNy-3n1GU,val
903,tt0105813,1992,White Sands,101,Action,Action,Crime,Drama,"comedy, neo noir, murder, violence, intrigue, romantic, suspenseful","comedy, violence, romantic, suspenseful",uDANCwhxAYw,val
904,tt0106220,1993,Addams Family Values,94,Comedy,Comedy,Fantasy,,"comedy, gothic, stupid, cult, horror, psychedelic, romantic","comedy, horror, romantic",IHgfQ-0lYbg,val
905,tt0106266,1993,Amos & Andrew,96,Comedy,Comedy,Crime,,satire,,vemvP58rEWs,val
906,tt0106273,1993,And the Band Played On,141,Drama,Drama,History,,"tragedy, historical, queer",,d6PGB6Nj2-s,val
907,tt0106308,1992,Army of Darkness,81,Horror,Comedy,Horror,,"comedy, avant garde, dark, boring, fantasy, cult, violence, horror, good versus evil, absurd, psychedelic, humor, action, sci-fi","comedy, dark, boring, fantasy, violence, horror, humor, action",Ls6_fdzRpKw,val
908,tt0106364,1993,Batman: Mask of the Phantasm,76,Action,Action,Adventure,Animation,"comedy, gothic, murder, neo noir, cult, violence, flashback, good versus evil, insanity, psychedelic, romantic, tragedy, revenge, sadist","comedy, violence, romantic, sadist",86RkglA5nMI,val
909,tt0106375,1993,Beethoven's 2nd,89,Comedy,Comedy,Family,Romance,"romantic, comedy","romantic, comedy",gU85o4t0xwM,val
912,tt0106519,1993,Carlito's Way,144,Crime,Crime,Drama,Thriller,"neo noir, murder, violence, revenge, flashback, romantic","violence, romantic",8k4kV3QQwz4,val
913,tt0106521,1993,Carnosaur,83,Horror,Horror,Sci-Fi,,"cult, violence",violence,M0wP4rP6R70,val
914,tt0106582,1993,Cliffhanger,113,Action,Action,Adventure,Thriller,"mystery, suspenseful, cult, violence, good versus evil, action, tragedy, revenge","mystery, suspenseful, violence, action",URdSD8UWxLk,val
915,tt0106598,1993,Coneheads,88,Comedy,Comedy,Sci-Fi,,"cult, stupid",,3f1PZT8GooA,val
916,tt0106611,1993,Cool Runnings,98,Comedy,Adventure,Comedy,Family,"inspiring, cult, comedy, entertaining, feel-good","inspiring, comedy, feel-good",wLlmymHRNZg,val
917,tt0106673,1993,Dave,110,Comedy,Comedy,Romance,,"romantic, fantasy, satire","romantic, fantasy",PTTe-rxTyh0,val
918,tt0106677,1993,Dazed and Confused,103,Comedy,Comedy,,,"pornographic, cult, revenge, psychedelic",,CqLRPGfYlBI,val
919,tt0106697,1993,Demolition Man,115,Action,Action,Sci-Fi,Thriller,"entertaining, comedy, murder, violence, good versus evil, humor, satire, action, revenge, alternate history, sadist, sci-fi","comedy, violence, humor, action, sadist",tVAxlqHaMNo,val
920,tt0106701,1993,Dennis the Menace,94,Comedy,Comedy,Family,,prank,,s68Zr0JHNMg,val
